t,y
0.0,0.5582992387971641
0.004166666666666667,0.7975703411388059
0.008333333333333333,0.7178133070249253
0.0125,0.5582992387971641
0.016666666666666666,0.6380562729110447
0.020833333333333332,0.39878517056940294
0.025,0.39878517056940294
0.029166666666666667,0.4785422046832835
0.03333333333333333,0.39878517056940294
0.0375,0.39878517056940294
0.041666666666666664,0.39878517056940294
0.04583333333333333,0.23927110234164176
0.05,0.39878517056940294
0.05416666666666667,0.23927110234164176
0.058333333333333334,0.15951406822776118
0.0625,0.15951406822776118
0.06666666666666667,0.15951406822776118
0.07083333333333333,0.07975703411388059
0.075,0.0
0.07916666666666666,0.07975703411388059
0.08333333333333333,-0.07975703411388059
0.0875,-0.15951406822776118
0.09166666666666666,-0.15951406822776118
0.09583333333333334,-0.23927110234164176
0.1,-0.5582992387971641
0.10416666666666667,-0.31902813645552236
0.10833333333333334,-0.31902813645552236
0.1125,-0.31902813645552236
0.11666666666666667,-0.23927110234164176
0.12083333333333333,-0.23927110234164176
0.125,-0.31902813645552236
0.12916666666666668,-0.31902813645552236
0.13333333333333333,-0.39878517056940294
0.1375,-0.39878517056940294
0.14166666666666666,-0.39878517056940294
0.14583333333333334,-0.4785422046832835
0.15,-0.4785422046832835
0.15416666666666667,-0.4785422046832835
0.15833333333333333,-0.4785422046832835
0.1625,-0.4785422046832835
0.16666666666666666,-0.4785422046832835
0.17083333333333334,-0.5582992387971641
0.175,-0.5582992387971641
0.17916666666666667,-0.5582992387971641
0.18333333333333332,-0.5582992387971641
0.1875,-0.5582992387971641
0.19166666666666668,-0.5582992387971641
0.19583333333333333,-0.5582992387971641
0.2,-0.5582992387971641
0.20416666666666666,-0.4785422046832835
0.20833333333333334,-0.4785422046832835
0.2125,-0.4785422046832835
0.21666666666666667,-0.4785422046832835
0.22083333333333333,-0.4785422046832835
0.225,-0.39878517056940294
0.22916666666666666,-0.39878517056940294
0.23333333333333334,-0.39878517056940294
0.2375,-0.39878517056940294
0.24166666666666667,-0.39878517056940294
0.24583333333333332,-0.39878517056940294
0.25,-0.39878517056940294
0.25416666666666665,-0.39878517056940294
0.25833333333333336,-0.39878517056940294
0.2625,-0.39878517056940294
0.26666666666666666,-0.39878517056940294
0.2708333333333333,-0.39878517056940294
0.275,-0.39878517056940294
0.2791666666666667,-0.39878517056940294
0.2833333333333333,-0.39878517056940294
0.2875,-0.31902813645552236
0.2916666666666667,-0.31902813645552236
0.29583333333333334,-0.23927110234164176
0.3,-0.15951406822776118
0.30416666666666664,-0.15951406822776118
0.30833333333333335,-0.07975703411388059
0.3125,-0.07975703411388059
0.31666666666666665,-0.07975703411388059
0.32083333333333336,-0.07975703411388059
0.325,-0.07975703411388059
0.32916666666666666,-0.07975703411388059
0.3333333333333333,-0.07975703411388059
0.3375,-0.07975703411388059
0.3416666666666667,-0.07975703411388059
0.3458333333333333,-0.07975703411388059
0.35,-0.15951406822776118
0.3541666666666667,-0.07975703411388059
0.35833333333333334,-0.07975703411388059
0.3625,-0.07975703411388059
0.36666666666666664,-0.07975703411388059
0.37083333333333335,0.0
0.375,0.0
0.37916666666666665,0.0
0.38333333333333336,0.0
0.3875,0.07975703411388059
0.39166666666666666,0.07975703411388059
